#Created by Dan	Scolnic	based on average supercal corrections from http://arxiv.org/abs/1508.05361 with	data from http://arxiv.org/abs/1310.3824
#zHD has coherent flow corrections from Turnbull, Hudson et al.  z is the heliocentric redshift.

#To use this for cosmology, one should make a cut of abs(x1)<3, abs(c)<0.3, fitprob>0.01, pkmjderr<2.0, x1err<1.0, and some reasonable 3-4 sigma cut on Hubble Residual (mures) outliers.

NVAR: 40 
VARNAMES: CID CIDint IDSURVEY TYPE FIELD zHD zHDERR z zERR HOST_LOGMASS HOST_LOGMASS_ERR SNRMAX1 SNRMAX2 SNRMAX3 PKMJD PKMJDERR x1 x1ERR c cERR mB mBERR x0 x0ERR COV_x1_c COV_x1_x0 COV_c_x0 NDOF FITCHI2 FITPROB RA DECL TGAPMAX MU MUERR MURES MUPULL sbar cbar ERRCODE 
SN: 04D4id 4 4 0 D4 0.76900 0.00001 0.76900 0.00001 10.3240 0.1960 21.3378 17.4223 8.0402 53261.703 0.696 0.6876 0.4450 -1.73798e-01 5.99953e-02 23.9329 4.39496e-02 4.79574e-06 1.98110e-07 1.70553e-03 -3.60044e-08 3.15011e-09 34 30.3871 0.6904 334.089172 -17.229027 8.4904   43.9318  0.2138  0.499  2.335  0.330 -0.038 0 
SN: 04D4ii 4 4 0 D4 0.86600 0.00001 0.86600 0.00001 10.9310 0.1490 23.2798 16.4727 10.3759 53273.859 0.528 1.3427 0.4158 4.92481e-03 5.85612e-02 24.1174 4.41680e-02 4.04623e-06 1.67995e-07 5.33053e-03 -3.04887e-08 2.45267e-09 33 47.2911 6.44829e-02 333.981812 -17.657478 8.0491   43.6540  0.2003 -0.096 -0.479  1.367 -0.011 0 
SN: 04D4in 4 4 0 D4 0.51600 0.00001 0.51600 0.00001 9.1010 0.1015 68.1333 53.0135 32.6177 53278.555 0.146 1.5263 0.1469 -7.18051e-02 2.76354e-02 22.6226 2.54948e-02 1.60313e-05 3.80895e-07 4.67163e-04 -2.34926e-08 -6.78800e-09 37 29.6863 0.7981 333.785736 -17.261028 9.9073   42.4228  0.0749  0.044  0.587  1.482 -0.046 0 
SN: 04D4ju 4 4 0 D4 0.47200 0.00001 0.47200 0.00001 9.2390 0.1770 44.4359 27.1319 21.7963 53293.121 0.280 0.4501 0.2240 0.1484 3.28000e-02 23.5041 2.67133e-02 7.11810e-06 1.77305e-07 -1.83041e-05 -1.18434e-08 -3.10497e-09 25 24.3474 0.4994 334.261353 -17.332813 10.2035   42.4710  0.0982  0.366  3.727  0.118  0.255 0 
SN: 04D4jy 4 4 0 D4 0.93000 0.00001 0.93000 0.00001 8.3570 1.8030 14.8611 12.4197 3.5359 53289.121 0.784 0.1185 0.4567 -1.08562e-01 6.78097e-02 24.4730 7.19883e-02 2.91609e-06 1.99901e-07 6.79760e-03 -3.10926e-08 7.09500e-09 29 41.5944 6.10470e-02 333.464905 -17.404896 7.7821   44.1901  0.2599  0.249  0.959  0.035 -0.041 0 
SN: 05D1cb 5 4 0 D1 0.63200 0.00001 0.63200 0.00001 10.1110 7.95000e-02 45.8593 42.8097 22.5231 53616.836 0.309 -3.02420e-01 0.2086 1.07792e-02 4.08091e-02 23.4426 2.75273e-02 7.53268e-06 1.93422e-07 4.10725e-04 -1.05634e-08 -5.16740e-09 41 53.9780 8.42784e-02 36.737732 -4.117567 10.3808   42.7308  0.1144 -0.181 -1.580 -0.232 -0.038 0 
SN: 05D1ck 5 4 0 D1 0.61700 0.00001 0.61700 0.00001 9.7240 0.1720 31.5732 29.4329 10.8460 53628.254 0.262 -9.23891e-02 0.2319 0.1003 3.68856e-02 23.8135 3.04199e-02 5.35289e-06 1.52097e-07 5.73415e-04 -1.81151e-08 -2.07293e-09 54 69.1153 8.07285e-02 36.103539 -4.712800 9.9939   42.8536  0.1140  0.005  0.048 -0.122  0.112 0 
SN: 05D1dn 5 4 0 D1 0.56600 0.00001 0.56600 0.00001 10.2340 4.70000e-02 32.3066 32.2095 19.9400 53649.387 0.327 1.2283 0.2227 -2.23231e-02 3.26889e-02 23.0280 2.52691e-02 1.10355e-05 2.59848e-07 7.55887e-05 -2.07066e-08 -3.50471e-09 45 35.0921 0.8556 36.111038 -4.991558 10.3194   42.6331  0.1013  0.012  0.120  1.188 -0.009 0 
SN: 05D1ee 5 4 0 D1 0.55900 0.00001 0.55900 0.00001 10.9730 8.75000e-02 32.1739 25.7886 16.1340 53660.637 0.199 -6.00228e-01 0.1840 -4.51046e-03 3.33503e-02 23.2658 2.77916e-02 8.86524e-06 2.29853e-07 2.66052e-04 -1.93529e-08 -3.58759e-09 52 50.9252 0.5162 36.194786 -4.000485 10.3532   42.5596  0.0993 -0.029 -0.288 -0.605 -0.002 0 
SN: 05D1eo 5 4 0 D1 0.73700 0.00001 0.73700 0.00001 11.1250 0.1770 25.6541 15.6787 9.8922 53667.094 0.931 -1.49462e+00 0.4471 -5.29729e-02 6.34119e-02 24.0366 4.06083e-02 4.35861e-06 1.66106e-07 5.39313e-03 -4.58661e-08 -8.82600e-10 43 43.0876 0.5106 36.346420 -4.642671 9.2922   43.3555  0.2035  0.036  0.178 -1.534 -0.033 0 
SN: 05D1hk 5 4 0 D1 0.26300 0.00001 0.26300 0.00001 8.9300 0.1470 168.9702 168.3382 167.1713 53717.918 0.107 1.3626 0.1141 -2.26525e-02 2.54772e-02 20.9130 2.92417e-02 7.74122e-05 2.11324e-06 7.86719e-05 -8.31161e-08 -4.30203e-08 24 63.5457 1.98426e-05 36.163235 -4.634253 21.3313   40.5379  0.0624 -0.083 -1.337  1.426 -0.055 0 
SN: 05D1if 5 4 0 D1 0.76300 0.00001 0.76300 0.00001 6 5 43.9671 32.2526 16.5593 53715.496 0.214 0.1671 0.2530 -5.33742e-02 4.96369e-02 23.7732 3.37938e-02 5.55566e-06 1.75641e-07 2.32878e-04 -2.67442e-08 -3.44758e-10 21 28.7305 0.1206 36.123871 -4.570338 15.2572   43.3259  0.1642 -0.086 -0.522  0.192 -0.067 0 
SN: 05D1iz 5 4 0 D1 0.86000 0.00001 0.86000 0.00001 8.9110 0.7720 12.4607 8.7613 8.3390 53694.625 0.153 1.1198 0.5164 -1.30774e-01 7.12298e-02 24.1456 5.95373e-02 3.94233e-06 2.22218e-07 1.27604e-02 -5.73304e-08 2.55766e-09 32 26.8669 0.7241 36.553204 -4.773370 14.4678   44.0717  0.2355  0.340  1.446  1.028 -0.031 0 
SN: 05D1kl 5 4 0 D1 0.56000 0.00001 0.56000 0.00001 8.4250 0.2825 34.0410 24.8144 13.9513 53742.922 0.418 0.6479 0.2964 0.1321 3.90653e-02 23.8928 3.51990e-02 4.97599e-06 1.63962e-07 1.07498e-03 -2.18100e-08 -2.62199e-09 17 14.9068 0.6022 36.139744 -4.318960 17.2426   42.9379  0.1205  0.345  2.863  0.288  0.237 0 
SN: 05D2ac 5 4 0 D2 0.47900 0.00001 0.47900 0.00001 11.1530 5.85000e-02 92.9039 85.6990 38.3157 53374.629 0.154 1.1204 0.1108 -5.32805e-02 2.48339e-02 22.4080 2.40450e-02 1.95349e-05 4.37452e-07 -4.47483e-05 -1.03433e-08 -7.86161e-09 34 74.6968 7.00377e-05 149.746811 2.489504 14.2146   42.0939  0.0652 -0.049 -0.758  1.152 -0.073 0 
SN: 05D2ay 5 4 0 D2 0.92000 0.00001 0.92000 0.00001 10.2770 0.1285 12.6362 10.4974 7.6011 53375.262 0.873 -4.81696e-01 0.5910 4.26560e-02 8.46467e-02 24.3710 6.62515e-02 3.20330e-06 2.01552e-07 1.52049e-02 -6.84672e-08 3.11331e-09 35 41.9573 0.1947 150.284668 2.130321 10.9375   43.5353  0.2832 -0.377 -1.330 -0.375 -0.047 0 
SN: 05D2bv 5 4 0 D2 0.47400 0.00001 0.47400 0.00001 8.8380 0.1110 101.2650 64.0042 53.3469 53404.207 0.141 -2.03346e-03 0.1231 -1.04428e-01 2.39345e-02 22.4525 2.43668e-02 1.87502e-05 4.25562e-07 1.35509e-04 -1.71213e-08 -7.30805e-09 34 42.3870 0.1531 150.570831 2.240600 14.2628   42.1398  0.0628  0.024  0.378 -0.014 -0.099 0 
SN: 05D2by 5 4 0 D2 0.89100 0.00001 0.89100 0.00001 9.4130 8.00000e-02 25.8468 14.4199 11.1919 53413.414 0.737 1.3876 0.4801 -2.39760e-02 5.89704e-02 24.2879 4.68582e-02 3.45815e-06 1.52514e-07 4.61162e-03 -2.27164e-08 3.58536e-09 31 26.1011 0.7591 150.116806 2.521539 11.1176   43.9204  0.2126  0.094  0.443  1.316  0.008 0 
SN: 05D2ci 5 4 0 D2 0.63000 0.00001 0.63000 0.00001 10.9770 0.1590 23.1650 22.0786 10.1619 53427.863 0.268 -9.59530e-01 0.2390 5.63058e-02 4.97866e-02 23.3323 4.09478e-02 8.33815e-06 3.20473e-07 1.63465e-04 -4.94086e-08 -4.23073e-09 32 38.6486 0.1944 150.008499 2.215852 12.9026   42.3874  0.1579 -0.516 -3.267 -0.691 -0.081 0 
SN: 05D2ct 5 4 0 D2 0.73400 0.00001 0.73400 0.00001 9.7610 6.85000e-02 19.6744 14.5801 7.4135 53425.176 0.499 0.3580 0.4725 9.46711e-02 6.86947e-02 24.1166 5.35422e-02 4.04896e-06 2.04677e-07 4.75006e-03 -6.92969e-08 -1.30937e-09 25 31.3159 0.2167 150.425766 2.123794 12.1175   43.2372  0.2272 -0.071 -0.313  0.382  0.085 0 
SN: 05D2dw 5 4 0 D2 0.41700 0.00001 0.41700 0.00001 8.8150 0.1960 83.5761 71.9764 71.1090 53454.426 0.129 1.1460 0.1630 -1.47082e-02 2.41786e-02 22.2050 2.67000e-02 2.35510e-05 5.86337e-07 4.36921e-04 -4.10408e-08 -1.05927e-08 22 24.8430 0.3046 149.633621 2.032241 14.7291   41.7749  0.0632 -0.010 -0.161  1.163 -0.020 0 
SN: 05D2eb 5 4 0 D2 0.53400 0.00001 0.53400 0.00001 8.6760 0.3275 36.3310 33.3496 28.6491 53451.961 0.228 0.8945 0.2844 -5.41921e-02 3.04745e-02 22.7279 3.21859e-02 1.45487e-05 4.37743e-07 1.91055e-03 -8.04342e-08 -7.77383e-09 22 28.2086 0.1689 150.060684 2.407438 13.6133   42.3851  0.0895 -0.083 -0.931  0.963 -0.066 0 
SN: 05D2fq 5 4 0 D2 0.73300 0.00001 0.73300 0.00001 10.8750 0.1345 34.1465 22.9491 10.1981 53463.293 0.415 0.8347 0.3005 -7.22795e-02 5.72923e-02 23.7314 3.21150e-02 5.77348e-06 1.73325e-07 1.35081e-03 -2.30201e-08 -2.07150e-10 18 13.7223 0.7470 149.785431 2.602000 12.0433   43.4363  0.1849  0.131  0.711  0.772 -0.024 0 
SN: 05D2he 5 4 0 D2 0.60800 0.00001 0.60800 0.00001 9.4180 0.1850 30.9016 26.8787 13.2006 53467.613 0.472 0.1455 0.3716 6.11562e-02 3.87789e-02 23.6634 2.94209e-02 6.14643e-06 1.68831e-07 2.92919e-03 -2.68990e-08 -2.35995e-09 19 20.2936 0.3771 150.360458 2.317729 12.9747   42.8582  0.1194  0.049  0.409  0.057  0.084 0 
SN: 05D2le 5 4 0 D2 0.70000 0.00001 0.70000 0.00001 8.0330 0.6900 33.4427 31.3326 19.6399 53694.973 0.406 0.4940 0.3065 -1.21558e-02 4.98819e-02 23.6902 3.46886e-02 5.99707e-06 1.94696e-07 2.05674e-03 -3.55328e-08 -3.50308e-09 26 30.6192 0.2428 150.478653 2.092912 14.0464   43.1609  0.1519 -0.021 -0.141  0.486 -0.008 0 
SN: 05D2my 5 4 0 D2 0.98100 0.00001 0.98100 0.00001 10.5950 0.1235 14.1267 12.9716 8.9640 53703.238 0.945 1.2346 0.4738 -3.24929e-02 5.39480e-02 24.3811 5.70487e-02 3.17367e-06 1.71215e-07 5.13166e-03 -2.60428e-08 3.45167e-09 31 28.2320 0.6578 149.631042 2.491221 12.0599   44.0186  0.2029 -0.066 -0.323  1.252 -0.039 0 
SN: 05D2nt 5 4 0 D2 0.75700 0.00001 0.75700 0.00001 9.0540 0.3550 33.3568 28.6675 17.9344 53727.504 0.420 1.5153 0.3099 -4.61177e-03 5.04404e-02 23.8342 3.06708e-02 5.25206e-06 1.50480e-07 2.29857e-03 -2.24910e-08 -1.70802e-09 30 34.4101 0.2647 150.242615 2.372730 13.5974   43.4245  0.1563  0.034  0.217  1.484  0.016 0 
SN: 05D3ax 5 4 0 D3 0.64300 0.00001 0.64300 0.00001 8.4420 0.3900 37.5792 35.3767 8.8875 53399.922 0.295 0.5993 0.4193 -6.41781e-02 6.26012e-02 23.3511 4.48607e-02 8.19553e-06 3.45718e-07 3.85014e-03 -1.12404e-07 -6.58681e-09 24 38.7325 2.91268e-02 214.823257 52.687519 12.7078   42.9978  0.1965  0.041  0.207  0.545 -0.043 0 
SN: 05D3ci 5 4 0 D3 0.51500 0.00001 0.51500 0.00001 10.0110 6.45000e-02 32.9265 22.1750 18.3238 53432.219 0.436 2.0718 0.5713 0.1672 4.49804e-02 23.3585 6.36475e-02 8.13955e-06 4.91416e-07 7.55711e-03 -2.41001e-07 -1.29008e-08 35 51.6617 3.44701e-02 215.450439 52.445282 13.7815   42.4942  0.1480  0.120  0.814  1.685  0.192 0 
SN: 05D3cx 5 4 0 D3 0.80500 0.00001 0.80500 0.00001 9.8390 0.1890 41.6035 39.9094 24.3620 53449.996 0.312 0.6848 0.2971 -1.57728e-01 4.66416e-02 23.6280 3.00588e-02 6.35043e-06 1.78269e-07 3.54321e-04 -2.18047e-08 1.08617e-10 39 46.0693 0.2030 215.277252 52.750507 10.5480   43.5767  0.1563  0.022  0.142  0.649 -0.142 0 
SN: 05D3dh 5 4 0 D3 0.80000 0.00001 0.80000 0.00001 6 5 33.9171 15.5252 15.4555 53442.398 0.572 8.80033e-02 0.2697 0.1283 6.37387e-02 23.9317 3.69653e-02 4.80106e-06 1.66273e-07 1.62104e-03 -1.57740e-08 1.87806e-10 39 33.8955 0.7406 215.210007 52.662720 11.6059   42.9102  0.2043 -0.628 -3.073  0.212 -0.048 0 
SN: 05D3gv 5 4 0 D3 0.71500 0.00001 0.71500 0.00001 10.7260 0.1130 23.8835 16.4213 9.9183 53466.562 0.321 -8.34995e-01 0.2598 -6.02940e-02 6.01425e-02 23.7236 3.44889e-02 5.81527e-06 1.87690e-07 -2.67467e-04 -1.73152e-08 -4.91974e-10 40 43.2502 0.3343 215.246887 53.178879 11.1015   43.1575  0.1946 -0.081 -0.417 -0.819 -0.074 0 
SN: 05D3hh 5 4 0 D3 0.76600 0.00001 0.76600 0.00001 10.4000 0.1605 18.2162 17.0373 8.3184 53479.648 0.411 0.5318 0.4213 5.59949e-04 6.03086e-02 24.0229 4.94948e-02 4.41394e-06 2.05873e-07 4.07189e-03 -6.40110e-08 -4.52943e-10 45 53.3943 0.1829 214.792297 52.959332 10.7765   43.4596  0.2029  0.037  0.185  0.482  0.019 0 
SN: 05D3ht 5 4 0 D3 0.90100 0.00001 0.90100 0.00001 9.6610 0.1360 22.9255 10.9751 8.0342 53489.227 0.446 0.8975 0.3820 -1.54990e-01 5.38779e-02 24.1227 5.62182e-02 4.02650e-06 2.13979e-07 3.16441e-03 -5.27408e-08 2.85319e-09 52 58.7009 0.2434 214.477921 53.167583 10.0153   44.0927  0.2002  0.237  1.182  0.729 -0.092 0 
SN: 05D3jh 5 4 0 D3 0.71800 0.00001 0.71800 0.00001 10.8150 0.1385 31.9378 31.2000 15.1770 53492.664 0.359 -6.28639e-01 0.1809 -1.35239e-01 4.78103e-02 23.4559 3.13201e-02 7.44084e-06 2.17771e-07 4.04305e-04 -1.76722e-08 -2.83856e-09 43 37.3402 0.7145 214.355774 52.618767 11.0821   43.1511  0.1464 -0.099 -0.674 -0.611 -0.155 0 
SN: 05D3jq 5 4 0 D3 0.57900 0.00001 0.57900 0.00001 8.8320 0.4195 71.7360 56.7344 49.2628 53501.027 0.389 1.5053 0.2053 3.86620e-03 2.62898e-02 23.0296 2.25819e-02 1.10191e-05 2.31584e-07 -1.37429e-04 -5.59268e-09 -3.91133e-09 49 76.6277 9.08334e-03 215.439331 53.029919 10.1454   42.5923  0.0766 -0.088 -1.152  1.567 -0.012 0 
SN: 05D3km 5 4 0 D3 0.96000 0.00001 0.96000 0.00001 6 5 23.5956 11.0534 6.9743 53522.930 0.460 0.3435 0.3126 -1.69900e-01 2.40277e-02 24.4546 5.09803e-02 2.96586e-06 1.42582e-07 5.51509e-04 -2.18004e-08 7.95756e-10 43 61.7257 3.19228e-02 215.659485 53.066998 8.1533   44.3933  0.1173  0.367  3.132 -0.241 -0.111 0 
SN: 05D3kt 5 4 0 D3 0.64800 0.00001 0.64800 0.00001 9.1380 0.1745 49.3876 27.1980 16.4967 53530.953 0.274 -4.40512e-01 0.1949 6.44661e-02 4.68833e-02 23.7094 2.97826e-02 5.89186e-06 1.63856e-07 4.77331e-04 -1.08739e-08 -3.87031e-09 29 41.4181 6.32823e-02 214.973831 52.742985 9.7206   42.8118  0.1360 -0.166 -1.219 -0.399  0.022 0 
SN: 05D3la 5 4 0 D3 0.93600 0.00001 0.93600 0.00001 9.5990 0.1040 24.3397 19.9041 10.2610 53535.902 0.407 -1.84689e-01 0.3030 -9.88584e-02 4.98357e-02 24.2005 4.85595e-02 3.74816e-06 1.71442e-07 3.39839e-04 -2.49238e-08 3.20524e-09 30 28.4923 0.5444 215.355911 52.357971 8.2746   43.8450  0.1887 -0.113 -0.600 -0.143 -0.118 0 
SN: 05D3lc 5 4 0 D3 0.46100 0.00001 0.46100 0.00001 10.7770 5.40000e-02 98.1281 67.0498 47.3352 53527.664 0.140 -7.36780e-01 0.1065 -4.70046e-02 2.33038e-02 22.7119 2.33802e-02 1.47652e-05 3.21402e-07 -3.82763e-05 -4.05709e-09 -5.46425e-09 41 37.0473 0.6469 215.595505 52.478867 10.9648   42.1184  0.0602  0.074  1.236 -0.774 -0.023 0 
SN: 05D3mh 5 4 0 D3 0.67000 0.00001 0.67000 0.00001 10.0780 0.2765 37.5341 20.4307 14.7716 53558.004 0.217 0.6154 0.4274 5.68646e-02 5.15248e-02 23.8007 3.60963e-02 5.41630e-06 1.83097e-07 2.81158e-03 -3.55169e-08 -2.96088e-09 15 33.4050 4.12418e-03 214.749298 52.667561 9.5879   43.0745  0.1622  0.008  0.052  0.575  0.069 0 
SN: 05D3mq 5 4 0 D3 0.24600 0.00001 0.24600 0.00001 10.7230 7.65000e-02 143.6037 134.5949 122.2984 53575.746 0.152 -6.99892e-01 0.1630 -7.37893e-03 2.53762e-02 21.2340 2.81005e-02 5.75984e-05 1.51019e-06 5.71347e-04 -7.48314e-08 -3.15622e-08 8 6.4598 0.5959 214.751785 52.385120 10.4114   40.5228  0.0611  0.067  1.091 -0.754  0.014 0 
SN: 05D3ne 5 4 0 D3 0.16900 0.00001 0.16900 0.00001 11.1330 0.1625 184.2245 177.5614 175.0264 53570.805 0.113 -1.63011e+00 0.1911 -1.65058e-01 3.07091e-02 20.0005 3.58696e-02 1.79387e-04 6.02540e-06 1.71262e-03 -5.72847e-07 -1.55845e-07 12 31.1180 1.89002e-03 215.262451 52.495438 11.0972   39.6479  0.0689  0.104  1.506 -1.697 -0.129 0 
SN: 05D4ag 5 4 0 D4 0.64000 0.00001 0.64000 0.00001 8.3810 0.3925 28.5978 20.5450 16.1593 53538.629 0.495 0.5229 0.4791 9.41941e-02 5.89741e-02 23.6325 4.41327e-02 6.32416e-06 2.62359e-07 8.98337e-03 -9.32184e-08 -8.07992e-09 32 38.3560 0.2034 333.447601 -18.165264 9.1463   42.7776  0.1674 -0.167 -0.998  0.618  0.056 0 
SN: 05D4be 5 4 0 D4 0.53700 0.00001 0.53700 0.00001 9.4400 0.1355 57.1314 53.6860 50.7700 53551.520 0.198 0.9101 0.1298 -1.51509e-01 2.60347e-02 22.6152 2.32053e-02 1.61410e-05 3.48693e-07 1.22698e-04 -1.26339e-08 -5.53616e-09 51 117.3939 3.76871e-07 334.222443 -17.236099 9.6932   42.5762  0.0722  0.093  1.290  0.840 -0.109 0 
SN: 05D4bi 5 4 0 D4 0.77500 0.00001 0.77500 0.00001 9.1090 0.2180 24.6590 13.9537 7.8440 53560.344 0.554 0.9913 0.3830 -1.34541e-01 6.14546e-02 23.7837 3.79649e-02 5.50176e-06 1.95783e-07 1.07999e-03 -3.50823e-08 2.18286e-09 43 55.7971 9.12440e-02 333.985626 -17.986071 8.4331   43.7035  0.2106  0.250  1.189  0.836 -0.057 0 
SN: 05D4bm 5 4 0 D4 0.37200 0.00001 0.37200 0.00001 9.0470 7.70000e-02 103.9091 91.1800 60.7720 53568.051 0.072 0.2503 6.97515e-02 -6.58859e-02 2.23429e-02 21.9539 2.52771e-02 2.96788e-05 6.99060e-07 1.01060e-04 -1.17698e-08 -1.28586e-08 53 64.7770 0.1287 334.269226 -17.677624 10.8589   41.5571  0.0516  0.064  1.247  0.233 -0.043 0 
SN: 05D4cq 5 4 0 D4 0.70100 0.00001 0.70100 0.00001 10.5540 0.1595 35.7100 22.2393 9.0038 53586.344 0.343 0.6582 0.2608 -1.29940e-01 2.91938e-02 23.4754 2.99262e-02 7.30867e-06 2.04252e-07 2.42362e-04 -1.87805e-08 -3.41110e-10 42 46.8832 0.2791 333.540222 -18.226713 8.7770   43.3343  0.1034  0.148  1.432  0.460 -0.086 0 
SN: 05D4cw 5 4 0 D4 0.37500 0.00001 0.37500 0.00001 10.5030 7.25000e-02 71.2005 70.5531 68.0933 53580.418 0.160 -8.24317e-01 0.1026 -1.30541e-01 2.37257e-02 21.8838 2.50681e-02 3.16584e-05 7.39452e-07 -1.24545e-04 -1.10337e-08 -1.35465e-08 50 82.0164 2.88716e-03 333.708679 -17.738766 10.8352   41.5370  0.0599  0.024  0.396 -0.835 -0.124 0 
SN: 05D4dw 5 4 0 D4 0.85500 0.00001 0.85500 0.00001 9.9940 0.1795 23.0119 13.0333 9.4219 53613.938 0.579 0.3632 0.3293 8.58641e-03 5.72078e-02 24.1480 3.93921e-02 3.93373e-06 1.45342e-07 3.26908e-03 -1.62281e-08 1.92809e-09 48 35.0459 0.9184 334.232819 -18.051460 8.0420   43.5361  0.1921 -0.180 -0.935  0.400 -0.031 0 
SN: 05D4ef 5 4 0 D4 0.60500 0.00001 0.60500 0.00001 10.4370 0.1310 33.0938 23.0538 12.4413 53625.586 0.273 -1.55042e+00 0.2045 -6.78704e-02 3.67838e-02 23.5759 3.09144e-02 6.66278e-06 1.92437e-07 -1.59895e-04 -1.61376e-08 -1.48613e-09 52 50.0770 0.5499 333.497101 -18.212345 9.2630   42.9331  0.1191  0.137  1.149 -1.660 -0.020 0 
SN: 05D4ek 5 4 0 D4 0.53600 0.00001 0.53600 0.00001 10.8550 0.1075 35.5033 34.8265 17.4066 53635.609 0.187 0.2573 0.1770 6.96382e-02 3.08441e-02 23.0377 2.89876e-02 1.09373e-05 2.95943e-07 8.15973e-04 -2.64182e-08 -5.59981e-09 53 58.4921 0.2808 334.114655 -17.736317 11.0626   42.2218  0.0848 -0.256 -3.021  0.395 -0.000 0 
SN: 05D4ff 5 4 0 D4 0.40200 0.00001 0.40200 0.00001 10.5430 0.1785 61.4821 51.0938 37.9053 53635.844 0.127 -7.21412e-01 0.1210 -4.71978e-03 2.49467e-02 22.3302 2.70953e-02 2.09852e-05 5.30290e-07 2.57952e-04 -2.32467e-08 -1.00975e-08 45 65.8396 2.30072e-02 334.083984 -18.042557 10.6043   41.6078  0.0624 -0.083 -1.334 -0.665 -0.036 0 
SN: 05D4fo 5 4 0 D4 0.37300 0.00001 0.37300 0.00001 8.3810 0.3655 85.5123 82.0169 55.1346 53658.219 0.080 -7.00806e-01 8.70408e-02 -5.47955e-02 2.24975e-02 22.1780 2.43967e-02 2.41425e-05 5.48629e-07 -1.65963e-04 -8.26361e-09 -9.51148e-09 43 28.4869 0.9566 333.837128 -17.268076 12.3873   41.6137  0.0567  0.114  2.012 -0.766 -0.016 0 
SN: 05D4hn 5 4 0 D4 0.84200 0.00001 0.84200 0.00001 8.4670 0.1570 26.9538 18.2854 13.5117 53693.883 0.817 1.2186 0.7584 6.67018e-02 6.62315e-02 23.9203 4.64410e-02 4.85170e-06 2.12028e-07 2.41866e-02 -1.03375e-07 -1.56740e-09 16 20.6644 0.2417 334.306519 -17.912704 9.2291   43.2480  0.1975 -0.427 -2.161  1.506 -0.032 0 
SN: 06D2ca 6 4 0 D2 0.53100 0.00001 0.53100 0.00001 9.8080 0.2895 48.1922 45.0995 22.1815 53795.738 0.149 1.3181 0.2813 4.69791e-02 3.22703e-02 23.0512 2.67605e-02 1.08028e-05 2.69569e-07 5.10852e-04 -2.66670e-08 -5.26027e-09 24 41.2676 2.15133e-02 149.789825 2.302517 30.6734   42.4540  0.0965  0.000  0.004  1.271  0.057 0 
SN: 06D2cd 6 4 0 D2 0.93000 0.00001 0.93000 0.00001 7.9080 0.4595 16.5702 6.3999 5.3511 53790.355 1.408 0.3058 0.9921 2.75209e-02 9.28155e-02 24.4881 8.68951e-02 2.87580e-06 2.39621e-07 3.62713e-02 -1.54976e-07 3.91691e-09 25 18.4453 0.8590 150.241501 2.534039 24.3260   43.8095  0.3230 -0.131 -0.407  0.383  0.006 0 
SN: 06D2ck 6 4 0 D2 0.55200 0.00001 0.55200 0.00001 11.1930 6.60000e-02 41.0470 38.3430 17.9787 53793.707 0.408 1.46517e-02 0.3906 -3.25570e-02 3.74021e-02 23.1482 3.26150e-02 9.87954e-06 3.01279e-07 5.20708e-03 -7.39490e-08 -6.87919e-09 25 38.9976 3.68605e-02 150.366730 1.863630 30.2508   42.6151  0.1030  0.060  0.581 -0.105 -0.007 0 
SN: 06D2ga 6 4 0 D2 0.84000 0.00001 0.84000 0.00001 9.0510 0.2885 19.5211 12.9514 7.1312 53869.062 0.656 1.2543 0.6930 -5.90108e-02 7.00521e-02 24.0047 6.11167e-02 4.48852e-06 2.59908e-07 1.43711e-02 -1.08914e-07 3.27211e-09 13 13.1267 0.4381 149.783783 1.938493 10.2942   43.7272  0.2456  0.059  0.239  1.178 -0.037 0 
SN: 06D3bz 6 4 0 D3 0.72700 0.00001 0.72700 0.00001 10.2930 6.20000e-02 37.9104 27.4105 6.7425 53776.527 0.437 -7.94973e-01 0.4105 -1.04827e-01 6.59298e-02 23.6780 4.24438e-02 6.06464e-06 2.41775e-07 6.64697e-03 -6.18670e-08 2.61118e-10 12 8.0682 0.8391 214.291840 53.024826 27.7237   43.2556  0.2111 -0.027 -0.130 -0.798 -0.103 0 
SN: 06D3df 6 4 0 D3 0.44200 0.00001 0.44200 0.00001 10.4600 3.20000e-02 97.8337 95.8868 63.3262 53850.695 0.386 1.1591 0.1661 -2.60849e-02 2.26599e-02 22.4017 2.37428e-02 1.96473e-05 4.34378e-07 -5.83006e-04 7.92750e-09 -7.65935e-09 39 33.8060 0.7054 215.571701 52.957684 11.0740   42.0088  0.0617  0.074  1.194  1.066 -0.004 0 
SN: 06D3dt 6 4 0 D3 0.28200 0.00001 0.28200 0.00001 9.5890 6.90000e-02 119.0195 103.3512 90.2959 53849.062 0.013 7.08249e-02 7.68533e-02 8.85879e-02 2.16919e-02 21.8864 2.55584e-02 3.15824e-05 7.52273e-07 7.28300e-06 -4.95171e-09 -1.38991e-08 34 79.6470 1.58085e-05 214.340271 52.452816 12.4500   40.9856  0.0488  0.191  3.910 -0.005  0.164 0 
SN: 06D3el 6 4 0 D3 0.51900 0.00001 0.51900 0.00001 9.5540 9.75000e-02 73.1494 71.0171 46.0689 53894.438 0.127 0.8160 0.1136 -1.40835e-01 2.51571e-02 22.6160 2.34452e-02 1.61284e-05 3.52062e-07 1.60833e-04 -1.21935e-08 -5.62336e-09 37 67.2747 1.70147e-03 214.254532 52.232403 10.5127   42.5308  0.0681  0.137  2.010  0.737 -0.083 0 
