#Created by Dan	Scolnic	based on average supercal corrections from http://arxiv.org/abs/1508.05361 with	data from http://arxiv.org/abs/1310.3824
#zHD has coherent flow corrections from Turnbull, Hudson et al.  z is the heliocentric redshift.

#To use this for cosmology, one should make a cut of abs(x1)<3, abs(c)<0.3, fitprob>0.01, pkmjderr<2.0, x1err<1.0, and some reasonable 3-4 sigma cut on Hubble Residual (mures) outliers.

NVAR: 40 
VARNAMES: CID CIDint IDSURVEY TYPE FIELD zHD zHDERR z zERR HOST_LOGMASS HOST_LOGMASS_ERR SNRMAX1 SNRMAX2 SNRMAX3 PKMJD PKMJDERR x1 x1ERR c cERR mB mBERR x0 x0ERR COV_x1_c COV_x1_x0 COV_c_x0 NDOF FITCHI2 FITPROB RA DECL TGAPMAX MU MUERR MURES MUPULL sbar cbar ERRCODE 
SN: 19230 19230 1 120 82N 0.21955 0.00001 0.22100 0.00001 10.5160 0.1020 16.6595 11.6277 11.1402 54390.457 0.435 -1.64833e+00 0.4587 7.43889e-02 4.45384e-02 21.0045 4.87475e-02 7.11522e-05 3.26740e-06 3.79671e-03 -7.53164e-07 -9.34587e-08 39 30.5712 0.8305 -27.109070 0.764653 8.1324   39.9071  0.1294 -0.286 -2.210 -1.139  0.001 0 
SN: 19282 19282 1 120 82N 0.17558 0.00001 0.17700 0.00001 -9 -9 47.1905 35.0043 23.0642 54397.438 0.168 1.2372 0.2423 -3.64876e-02 2.41183e-02 20.0216 3.10033e-02 1.75944e-04 5.09652e-06 9.73490e-04 -6.07523e-07 -8.87330e-08 50 46.5472 0.6127 -0.927887 -0.505939 8.4364   39.6718  0.0674  0.017  0.247  1.217 -0.034 0 
SN: 19341 19341 1 120 82N 0.23542 0.00001 0.23676 0.00001 11.0150 8.30000e-02 15.4548 12.5783 9.2175 54393.281 0.326 -1.53428e+00 0.3773 1.79629e-02 4.37933e-02 21.1661 4.70814e-02 6.13140e-05 2.71728e-06 1.72040e-03 -5.00759e-07 -6.82660e-08 37 18.7200 0.9963 15.860184 0.331290 8.1046   40.2595  0.1305 -0.102 -0.784 -1.385 -0.011 0 
SN: 19353 19353 1 120 82N 0.15325 0.00001 0.15406 0.00001 11.0040 5.90000e-02 33.9088 32.8782 21.6783 54398.629 0.139 0.9223 0.2111 3.67426e-02 2.55052e-02 19.9428 3.25318e-02 1.89188e-04 5.75440e-06 1.35122e-03 -6.21933e-07 -1.14074e-07 50 49.6591 0.4870 43.114319 0.251769 8.6820   39.3219  0.0631 -0.001 -0.021  0.933  0.035 0 
SN: 19425 19425 1 119 82S 0.21005 0.00001 0.21140 0.00001 10.6360 0.1050 9.2936 8.2235 7.3462 54392.879 0.425 -1.59339e+00 0.4848 0.1273 5.73813e-02 21.3693 6.93809e-02 5.08475e-05 3.35533e-06 8.89424e-03 -9.98312e-07 -1.41514e-07 38 20.7160 0.9899 -36.491333 -0.740581 6.6104   40.1155  0.1446  0.031  0.213 -1.625  0.134 0 
SN: 19596 19596 1 120 82N 0.29135 0.00001 0.29200 0.00001 9.9590 0.1610 14.6105 9.7875 6.9821 54396.523 0.448 0.6523 0.5204 -5.34576e-02 4.55264e-02 21.2724 5.20920e-02 5.55959e-05 2.73243e-06 4.46776e-03 -9.29482e-07 -5.73579e-08 50 28.3348 0.9958 53.884254 0.703307 7.7581   40.8934  0.1494  0.012  0.079  0.642 -0.052 0 
SN: 19632 19632 1 120 82S 0.31376 0.00001 0.31475 0.00001 11.1130 0.1080 8.9877 7.9382 6.7707 54396.707 0.452 0.1416 0.5535 -5.87456e-02 5.27990e-02 21.5501 6.36307e-02 4.30470e-05 2.59821e-06 8.19016e-03 -1.05393e-06 -6.12045e-08 59 49.0615 0.8185 40.286358 0.144365 4.5577   41.1160  0.1669  0.046  0.278  0.078 -0.050 0 
SN: 19775 19775 1 120 82N 0.13687 0.00001 0.13809 0.00001 10.4860 0.1040 37.4220 31.0033 19.0187 54404.422 0.188 -2.19121e-01 0.2051 8.93517e-02 2.78293e-02 19.9998 3.23606e-02 1.79511e-04 5.43088e-06 1.05934e-03 -3.62731e-07 -1.19779e-07 44 32.0153 0.9104 -41.044006 0.651202 6.1472   39.0560  0.0674 -0.008 -0.115 -0.204  0.085 0 
SN: 19794 19794 1 120 82N 0.29567 0.00001 0.29724 0.00001 11.3670 0.1080 8.1857 7.3963 4.9489 54396.152 0.486 -2.39726e+00 0.6991 4.34286e-02 7.38894e-02 21.9652 7.74095e-02 2.93722e-05 2.17060e-06 9.66352e-03 -8.78109e-07 -7.06581e-08 48 33.8104 0.9516 -0.681030 0.249229 7.6545   40.8588  0.2302 -0.067 -0.292 -2.299  0.025 0 
SN: 19818 19818 1 120 82S 0.30394 0.00001 0.30503 0.00001 10.1540 0.1030 12.8703 11.4687 8.9737 54402.266 0.427 1.1481 0.5710 -3.28938e-02 4.58968e-02 21.2232 5.83732e-02 5.81730e-05 3.21320e-06 8.81132e-03 -1.43575e-06 -8.27897e-08 55 51.1628 0.6220 35.266663 0.496336 4.5886   40.8498  0.1432 -0.141 -0.985  1.472 -0.060 0 
SN: 19899 19899 1 120 82S 0.09007 0.00001 0.09140 0.00001 8.7950 8.70000e-02 98.6989 83.5154 60.3071 54418.766 0.161 0.2910 0.1922 -1.44080e-01 2.05816e-02 18.2120 2.53901e-02 9.31570e-04 2.20416e-05 9.97742e-04 -1.15017e-06 -3.68065e-07 19 27.0295 0.1040 -18.507812 -0.648815 4.5813   38.0633  0.0480 -0.038 -0.788  0.356 -0.158 0 
SN: 19913 19913 1 120 82S 0.20557 0.00001 0.20700 0.00001 10.0510 8.70000e-02 26.4498 20.4500 14.0452 54406.141 0.357 8.58089e-02 0.3453 -6.46424e-02 3.44315e-02 20.5484 3.66803e-02 1.08306e-04 3.72148e-06 2.23517e-03 -5.14791e-07 -9.35477e-08 27 22.0926 0.7327 -26.237579 -0.341337 6.6377   40.1247  0.0939  0.091  0.971 -0.058 -0.041 0 
SN: 19953 19953 1 120 82S 0.12190 0.00001 0.12323 0.00001 9.6710 6.30000e-02 77.5460 63.8606 32.8858 54415.145 0.158 0.6983 0.1858 -1.28644e-01 2.06516e-02 18.9299 2.49942e-02 4.80890e-04 1.11987e-05 9.13757e-04 -4.56277e-07 -1.82983e-07 31 34.0318 0.3237 -27.069550 0.579057 4.4515   38.7904  0.0485 -0.005 -0.113  0.713 -0.133 0 
SN: 19969 19969 1 120 82S 0.17428 0.00001 0.17532 0.00001 10.3670 6.20000e-02 33.9076 32.8827 20.4474 54409.051 0.210 5.83275e-02 0.2543 1.82145e-02 2.64236e-02 20.2377 3.07448e-02 1.44185e-04 4.14124e-06 1.23243e-03 -3.25327e-07 -8.56771e-08 41 32.4336 0.8280 31.910402 -0.324077 5.0984   39.5533  0.0676 -0.079 -1.168  0.202 -0.007 0 
SN: 19990 19990 1 120 82S 0.24883 0.00001 0.24988 0.00001 10.6280 0.1540 15.9046 14.4219 7.9968 54403.379 0.314 -1.30276e+00 0.3469 -9.52683e-02 4.59460e-02 21.1057 4.86189e-02 6.48242e-05 2.96878e-06 5.07393e-03 -6.17939e-07 -8.76825e-08 41 24.8947 0.9777 34.806248 -0.384901 4.7942   40.5825  0.1204  0.088  0.729 -1.367 -0.071 0 
SN: 20039 20039 1 120 82S 0.24558 0.00001 0.24700 0.00001 11.4280 0.1330 18.6725 14.4200 10.9155 54408.082 0.537 0.8071 0.5087 5.94248e-02 4.25254e-02 21.1058 4.47365e-02 6.48148e-05 2.72640e-06 6.29467e-03 -7.65723e-07 -7.86631e-08 23 22.5012 0.4902 9.878477 1.024249 6.4217   40.3985  0.1204 -0.068 -0.562  0.958  0.042 0 
SN: 20084 20084 1 120 82N 0.13833 0.00001 0.13973 0.00001 9.1910 9.60000e-02 28.5510 27.1189 16.4174 54407.180 0.257 6.73871e-02 0.2862 0.1415 2.92607e-02 20.2727 3.40429e-02 1.39606e-04 4.44664e-06 1.79495e-03 -3.74308e-07 -1.05042e-07 32 36.8107 0.2559 -12.024872 -0.578173 8.7740   39.2074  0.0723  0.116  1.602 -0.117  0.175 0 
SN: 20088 20088 1 120 82N+82S 0.24315 0.00001 0.24453 0.00001 11.3830 9.80000e-02 24.6500 20.0766 10.8098 54407.801 0.231 -2.04116e-01 0.2149 -1.58040e-01 3.23375e-02 20.6600 3.12304e-02 9.77235e-05 2.85176e-06 5.97176e-04 -1.70882e-07 -6.37572e-08 60 76.2714 7.65527e-02 13.205108 0.631369 5.6780   40.4853  0.0871  0.044  0.504 -0.236 -0.146 0 
SN: 20111 20111 1 120 82N 0.24267 0.00001 0.24419 0.00001 10.9340 0.1190 15.4567 14.8225 9.2001 54410.055 0.513 -2.51268e-02 0.6144 9.56497e-03 4.50054e-02 21.1375 4.54899e-02 6.29494e-05 2.69347e-06 7.00928e-03 -8.56564e-07 -7.18426e-08 24 22.2118 0.5666 -5.605743 0.248022 7.9777   40.4683  0.1393  0.030  0.218 -0.082  0.015 0 
SN: 20142 20142 1 120 82N 0.31468 0.00001 0.31600 0.00001 9.3650 0.1300 19.3475 16.1591 12.2666 54412.371 0.459 1.2839 0.6430 -9.49860e-02 3.86250e-02 21.0345 4.35609e-02 6.92175e-05 2.83354e-06 5.32283e-03 -1.20080e-06 -5.64087e-08 40 27.1939 0.9388 23.008169 -0.429809 6.8508   40.8726  0.1399 -0.207 -1.480  1.940 -0.128 0 
SN: 20227 20227 1 120 82N 0.27573 0.00001 0.27730 0.00001 11.0460 0.1490 14.4238 12.5636 7.9022 54408.473 0.545 -1.21102e+00 0.5565 -1.44323e-01 4.63887e-02 21.2400 4.26914e-02 5.72822e-05 2.29722e-06 4.61381e-03 -5.40427e-07 -4.78605e-08 32 21.0397 0.9469 -10.880096 -0.098585 7.8321   40.8817  0.1479  0.129  0.872 -1.431 -0.116 0 
SN: 20245 20245 1 120 82N 0.30041 0.00001 0.30200 0.00001 11.7400 8.40000e-02 10.2597 9.7937 7.6750 54411.898 0.625 -5.66678e-01 0.9207 4.15269e-02 5.31886e-02 21.4019 6.12453e-02 4.93468e-05 2.86361e-06 1.74591e-02 -1.88681e-06 -8.46245e-08 35 21.2636 0.9673 -18.294586 0.756184 7.6835   40.5577  0.1808 -0.408 -2.257  0.778 -0.015 0 
SN: 20364 20364 1 120 82N 0.21728 0.00001 0.21846 0.00001 10.3890 7.90000e-02 22.1240 15.2533 11.8809 54419.906 0.883 0.4810 0.8232 2.40472e-02 4.11841e-02 20.8323 4.36548e-02 8.33822e-05 3.42091e-06 1.11371e-02 -1.35671e-06 -9.33498e-08 24 18.6615 0.7698 25.756557 -0.945527 7.3992   40.1890  0.1390  0.024  0.174  0.409  0.026 0 
SN: 20470 20470 1 120 82S 0.12440 0.00001 0.12500 0.00001 9.9220 8.30000e-02 40.1974 31.9167 20.0729 54419.219 0.050 0.6621 0.1918 4.04718e-02 2.48015e-02 19.6873 2.96064e-02 2.39372e-04 6.61714e-06 1.37704e-03 -4.29904e-07 -1.30458e-07 28 44.0214 3.65307e-02 52.604786 1.009386 5.2604   39.0185  0.0567  0.189  3.336  0.501  0.104 0 
SN: 20581 20581 1 120 82S 0.20335 0.00001 0.20481 0.00001 9.9030 4.80000e-02 31.9109 22.5889 13.5200 54416.953 0.411 -4.23696e-01 0.4549 -1.23608e-01 3.32073e-02 20.3402 3.49331e-02 1.31199e-04 4.28992e-06 3.66484e-03 -6.48706e-07 -1.01340e-07 19 20.5822 0.3603 -22.297028 0.010668 4.1500   40.0280  0.0951  0.020  0.213 -0.459 -0.120 0 
SN: 20687 20687 1 120 82N 0.19025 0.00001 0.19154 0.00001 10.9760 6.40000e-02 17.7677 16.9250 11.5037 54420.988 0.795 -6.47768e-01 0.7406 0.1425 4.57004e-02 20.8313 4.70753e-02 8.34613e-05 3.69831e-06 1.11184e-02 -7.04673e-07 -1.00177e-07 27 34.8888 0.1731 16.718008 1.153992 7.5631   39.6628  0.1341 -0.183 -1.362 -0.107  0.105 0 
SN: 21006 21006 1 120 82S 0.29021 0.00001 0.29100 0.00001 -9 -9 18.6672 15.9129 10.7866 54415.164 0.557 -9.20783e-02 0.8057 -1.29600e-01 3.93933e-02 21.0704 4.05472e-02 6.69645e-05 2.54810e-06 8.32775e-03 -1.20654e-06 -5.67085e-08 36 31.8017 0.6686 47.941662 0.091834 4.6385   40.8232  0.1480 -0.050 -0.337  0.125 -0.137 0 
SN: 21033 21033 1 120 82N 0.22786 0.00001 0.22900 0.00001 -9 -9 24.0938 16.4196 11.7579 54421.117 0.603 -7.36577e-01 0.5577 -8.87142e-02 4.08083e-02 20.7261 3.85415e-02 9.19541e-05 3.32281e-06 5.29402e-03 -3.92619e-07 -7.45587e-08 19 23.9618 0.1976 28.813589 0.643017 8.1558   40.2619  0.1220 -0.018 -0.150 -0.684 -0.095 0 
SN: 21042 21042 1 120 82N 0.31065 0.00001 0.31200 0.00001 9.3740 6.20000e-02 15.4592 10.5815 7.0279 54423.473 0.220 1.2789 0.5904 -1.03748e-01 4.93663e-02 21.1096 5.89439e-02 6.45877e-05 3.60335e-06 6.61186e-03 -1.49080e-06 -5.89966e-08 25 41.2076 2.18295e-02 -44.988525 0.827549 4.5821   40.9742  0.1704 -0.073 -0.431  1.425 -0.119 0 
SN: 21062 21062 1 120 82N 0.13729 0.00001 0.13864 0.00001 9.3210 8.10000e-02 30.1402 23.5802 16.1691 54425.516 0.286 0.7420 0.3479 1.75420e-02 2.78238e-02 20.0861 3.29181e-02 1.65796e-04 5.10369e-06 3.05528e-03 -6.09921e-07 -1.06844e-07 27 40.8267 4.27922e-02 -26.568512 0.396202 5.2797   39.4995  0.0711  0.426  5.995 -0.211  0.123 0 
SN: 21502 21502 1 120 82N 0.08784 0.00001 0.08916 0.00001 11.2780 9.20000e-02 57.1397 43.4238 38.7654 54427.309 0.208 -2.81322e-01 0.2422 -5.08377e-02 2.28018e-02 18.5552 2.87535e-02 6.79069e-04 1.82240e-05 9.99371e-04 -1.43594e-06 -3.12127e-07 16 18.5537 0.2925 -6.400299 -0.890405 7.3702   38.0373  0.0606 -0.007 -0.108 -0.256 -0.054 0 
SN: 21669 21669 1 120 82S 0.12281 0.00001 0.12407 0.00001 11.8180 9.60000e-02 40.2041 30.1486 22.1377 54433.602 0.853 2.0854 1.3573 1.10141e-02 4.43955e-02 19.2029 0.1064 3.73961e-04 3.85051e-05 3.94621e-02 -4.45964e-05 -1.20133e-06 12 4.4494 0.9854 11.614111 -1.062313 3.5620   38.8247  0.2189  0.013  0.059  2.049  0.011 0 
SN: 722 722 1 120 82N 0.08504 0.00001 0.08634 0.00001 10.9690 5.60000e-02 49.3439 38.7686 29.3282 53610.887 0.678 -4.77454e-01 0.1869 -8.59808e-02 3.45661e-02 18.4453 6.82482e-02 7.51408e-04 4.87488e-05 1.50268e-03 -2.67515e-06 -1.46458e-06 32 25.0850 0.8026 0.705660 0.751163 9.2376   38.0089  0.0615  0.039  0.634 -0.513 -0.074 0 
SN: 762 762 1 120 82N 0.19009 0.00001 0.19138 0.00001 11.2360 7.50000e-02 30.9986 24.6498 17.4731 53625.156 0.300 1.1270 0.2739 -3.87487e-02 2.84304e-02 20.3589 3.40230e-02 1.28957e-04 4.10501e-06 7.43975e-04 -4.73249e-07 -7.88795e-08 56 46.8792 0.8282 15.535184 -0.879069 8.4231   40.0007  0.0824  0.157  1.910  0.856 -0.000 0 
SN: 774 774 1 120 82N 0.09227 0.00001 0.09333 0.00001 10.8160 0.1010 38.7701 31.9239 28.5511 53609.355 0.199 0.6442 0.1622 -2.11772e-02 2.55807e-02 18.6717 3.76040e-02 6.09963e-04 2.14959e-05 4.71211e-04 -1.63949e-06 -4.28869e-07 31 36.8114 0.2177 25.463366 -0.876441 11.9010   38.1915  0.0628  0.042  0.672  0.597 -0.010 0 
SN: 1032 1032 1 120 82N 0.12903 0.00001 0.12976 0.00001 10.6810 6.70000e-02 24.6601 23.5850 14.4462 53626.535 0.209 -2.53856e+00 0.2046 4.10890e-02 3.68654e-02 20.0598 4.08565e-02 1.69855e-04 6.51347e-06 1.03406e-03 -4.64662e-07 -1.85020e-07 52 38.5043 0.9181 46.795647 1.119518 11.5173   38.9410  0.0906  0.024  0.263 -2.551  0.047 0 
SN: 1253 1253 1 120 82S 0.26166 0.00001 0.26307 0.00001 11.1530 9.30000e-02 15.9185 15.2503 10.9010 53634.316 0.443 -9.30605e-01 0.4754 -1.24990e-01 4.81889e-02 20.9468 5.01908e-02 7.50365e-05 3.55017e-06 3.20623e-03 -8.26821e-07 -8.41605e-08 39 21.4273 0.9900 -36.201050 0.163047 15.0180   40.5679  0.1497 -0.054 -0.361 -0.840 -0.140 0 
SN: 2017 2017 1 120 82S 0.26162 0.00001 0.26309 0.00001 10.5470 7.60000e-02 13.6956 13.1989 8.3372 53636.012 0.571 1.4253 0.5719 -1.09655e-01 4.85863e-02 21.0310 5.56372e-02 6.94395e-05 3.65109e-06 -9.66708e-05 -1.23383e-06 -7.21996e-08 43 30.0388 0.9463 -31.056732 0.593433 15.0209   40.9344  0.1756  0.312  1.778  0.777 -0.048 0 
SN: 2246 2246 1 120 82N 0.19422 0.00001 0.19490 0.00001 10.7980 9.90000e-02 18.3561 15.0204 12.5826 53634.250 0.247 0.3332 0.3630 6.92844e-02 3.47847e-02 20.7097 4.20089e-02 9.33533e-05 3.68278e-06 2.07119e-03 -6.89535e-07 -9.10072e-08 71 53.8498 0.9354 50.090313 -0.885643 10.8894   39.9055  0.0997  0.018  0.181  0.309  0.072 0 
SN: 2308 2308 1 120 82N 0.14703 0.00001 0.14800 0.00001 -9 -9 49.3421 43.4153 26.4578 53630.590 0.141 0.6713 0.1252 -1.77692e-01 2.12698e-02 19.3256 2.64363e-02 3.34017e-04 8.23271e-06 9.78578e-05 -3.19321e-07 -1.26816e-07 62 69.6307 0.2363 34.272732 0.280200 11.3308   39.3343  0.0550  0.106  1.937  0.574 -0.145 0 
SN: 2330 2330 1 120 82N 0.21179 0.00001 0.21320 0.00001 9.8720 9.90000e-02 10.4717 9.9747 7.2377 53635.449 0.502 -1.86228e+00 0.5845 4.06068e-02 5.73088e-02 21.4951 6.06914e-02 4.52854e-05 2.60349e-06 5.38723e-03 -7.50130e-07 -9.08619e-08 41 19.0142 0.9987 6.806993 1.120532 8.2716   40.4724  0.1703  0.367  2.155 -2.473  0.131 0 
SN: 2372 2372 1 120 82N 0.17958 0.00001 0.18046 0.00001 10.5970 7.20000e-02 27.8133 27.8119 18.6831 53636.773 0.229 0.3126 0.2155 2.81604e-02 2.73016e-02 20.2916 3.25053e-02 1.37203e-04 4.16975e-06 3.20533e-04 -2.99519e-07 -8.59764e-08 70 63.4648 0.6963 40.520649 -0.540883 11.0225   39.6120  0.0730 -0.090 -1.229  0.454 -0.000 0 
SN: 2440 2440 1 120 82N 0.19029 0.00001 0.19114 0.00001 10.3250 7.10000e-02 23.5789 22.1245 12.5810 53634.992 0.342 0.4246 0.2947 -8.28136e-02 2.83382e-02 20.3743 3.45050e-02 1.27142e-04 4.10552e-06 8.68202e-04 -5.49737e-07 -7.59147e-08 66 39.7461 0.9957 42.633587 0.807735 10.9238   40.0544  0.0848  0.214  2.524  0.015 -0.033 0 
SN: 2533 2533 1 120 82S 0.33880 0.00001 0.34000 0.00001 9.7550 0.1880 10.5851 9.8052 6.9971 53640.387 0.650 1.7793 0.7131 -7.94796e-02 5.19615e-02 21.4992 6.81455e-02 4.51129e-05 2.92223e-06 7.50557e-03 -1.56686e-06 -5.58246e-08 63 40.9667 0.9889 31.220629 -0.326551 9.6986   41.3587  0.1912  0.094  0.493  1.573 -0.065 0 
SN: 2561 2561 1 120 82S 0.11741 0.00001 0.11813 0.00001 10.7650 3.30000e-02 43.4161 41.7473 25.8298 53639.246 0.141 -8.85286e-02 0.1152 3.75423e-02 2.30435e-02 19.5141 2.81886e-02 2.80766e-04 7.38489e-06 1.87265e-04 -1.74219e-07 -1.38000e-07 74 53.4846 0.9654 46.343353 0.858291 9.6772   38.7493  0.0538  0.052  0.975 -0.120  0.055 0 
SN: 2789 2789 1 120 82N 0.28890 0.00001 0.29048 0.00001 11.2240 0.1600 11.5934 10.5048 6.7900 53636.297 0.516 -7.57888e-01 0.5496 -1.12561e-01 5.45464e-02 21.2908 5.85619e-02 5.46638e-05 3.02939e-06 6.32817e-03 -1.04945e-06 -8.05776e-08 60 58.3179 0.5374 -15.798584 0.401018 10.0738   40.8975  0.1690  0.029  0.171 -0.793 -0.107 0 
SN: 2943 2943 1 120 82S 0.26405 0.00001 0.26540 0.00001 -9 -9 16.4076 14.2408 9.7174 53640.559 0.543 0.5807 0.4380 -2.86870e-02 4.65697e-02 21.0977 4.42779e-02 6.53014e-05 2.71813e-06 -9.48073e-05 -4.76885e-07 -5.79450e-08 38 32.6530 0.7147 17.704910 1.007835 11.8324   40.6318  0.1516 -0.012 -0.079  0.608 -0.033 0 
SN: 3199 3199 1 120 82N+82S 0.24961 0.00001 0.25110 0.00001 -9 -9 16.3890 15.4581 8.2667 53647.348 0.385 1.6399 0.3780 1.00054e-02 9.16309e-03 21.2746 3.84405e-02 5.54806e-05 1.99948e-06 9.89154e-05 -4.84574e-07 -2.79725e-09 85 64.2436 0.9546 -26.707428 1.050478 5.6076   40.8371  0.0858  0.330  3.849  0.356  0.018 0 
SN: 3452 3452 1 120 82N 0.22967 0.00001 0.23114 0.00001 9.2300 8.20000e-02 30.1301 21.6774 13.0358 53648.492 0.274 0.9092 0.2735 -9.57732e-02 3.57174e-02 20.5343 3.93345e-02 1.09722e-04 4.04793e-06 1.26253e-03 -5.85386e-07 -9.37057e-08 44 37.8054 0.7331 -25.328613 0.639063 8.1511   40.3224  0.1005  0.019  0.193  0.893 -0.092 0 
SN: 3592 3592 1 120 82N 0.08543 0.00001 0.08658 0.00001 10.7400 5.70000e-02 98.6990 77.5465 54.2769 53645.062 0.063 -1.40711e-01 7.17351e-02 -3.82258e-02 2.00236e-02 18.4978 2.56017e-02 7.15961e-04 1.70830e-05 7.33846e-05 -3.00404e-07 -2.73759e-07 58 53.2407 0.6525 19.052397 0.791833 9.2356   37.9605  0.0460 -0.016 -0.344 -0.131 -0.047 0 
SN: 3901 3901 1 120 82N+82S 0.06170 0.00001 0.06286 0.00001 9.7820 1.50000e-02 180.9541 135.7126 108.5702 53657.082 0.093 1.1596 7.77914e-02 4.28149e-02 1.65129e-02 17.7737 1.83346e-02 1.39483e-03 2.37542e-05 -1.04560e-04 -2.96555e-07 -2.87093e-07 70 148.2557 1.49300e-07 14.850386 0.002523 9.4416   37.1672  0.0430 -0.078 -1.815  1.223  0.014 0 
SN: 4000 4000 1 120 82S 0.27656 0.00001 0.27770 0.00001 10.9190 7.20000e-02 10.4764 9.2061 5.9887 53643.004 0.799 -1.08217e+00 0.6071 -1.17338e-02 6.48461e-02 21.6189 6.68438e-02 4.04060e-05 2.56578e-06 6.03681e-03 -8.32410e-07 -7.15973e-08 60 46.9642 0.8901 31.015886 -0.365931 10.1715   40.8677  0.2037  0.111  0.547 -1.222  0.014 0 
SN: 4577 4577 1 119 82N 0.36193 0.00001 0.36300 0.00001 10.5350 0.1690 9.8487 9.0225 6.4023 53648.121 0.780 0.4123 0.8247 -6.61317e-02 5.28283e-02 21.8224 7.48912e-02 3.34995e-05 2.39226e-06 7.91960e-03 -1.49656e-06 -3.36540e-08 79 66.8446 0.8531 38.475430 0.280617 9.5464   41.4491  0.2147  0.019  0.087  0.380 -0.064 0 
SN: 5391 5391 1 120 82S 0.30021 0.00001 0.30090 0.00001 9.2990 8.90000e-02 9.2900 7.9537 7.3001 53658.766 0.382 0.3248 0.5448 -3.14872e-02 5.84733e-02 21.4361 6.54316e-02 4.78154e-05 2.97018e-06 6.88469e-03 -1.06918e-06 -9.18435e-08 77 63.9293 0.8566 52.341866 -1.094786 8.3176   40.9431  0.1764 -0.014 -0.077  0.353 -0.036 0 
SN: 5395 5395 1 120 82S 0.11635 0.00001 0.11700 0.00001 9.0800 7.50000e-02 60.3120 51.6909 29.3234 53663.879 0.151 1.1917 0.1364 -1.69625e-02 2.15750e-02 19.1926 2.67419e-02 3.77545e-04 9.41445e-06 3.23100e-04 -3.00530e-07 -1.63596e-07 63 46.3217 0.9431 49.640839 0.123269 8.1133   38.7759  0.0511  0.102  1.986  1.102  0.017 0 
SN: 5550 5550 1 120 82N 0.15492 0.00001 0.15629 0.00001 9.5640 9.40000e-02 60.3096 49.3377 27.8135 53671.469 0.196 1.9036 0.1985 -4.53236e-02 2.12763e-02 19.5963 2.53390e-02 2.60297e-04 6.14625e-06 3.76577e-04 -2.72876e-07 -1.00028e-07 46 29.8816 0.9684 3.598193 0.332968 11.2428   39.3673  0.0564  0.010  0.174  1.897 -0.044 0 
SN: 5717 5717 1 120 82N+82S 0.25037 0.00001 0.25170 0.00001 9.4310 0.1160 14.6142 14.4228 13.7027 53664.203 0.325 1.4359 0.3492 -3.28264e-02 2.98092e-02 21.0617 3.43630e-02 6.75022e-05 2.17058e-06 3.10643e-03 -4.73229e-07 -4.27712e-08 68 38.3235 0.9990 17.895876 -0.005973 6.4007   40.7284  0.0855  0.216  2.522  1.005  0.014 0 
SN: 5736 5736 1 120 82N+82S 0.25174 0.00001 0.25300 0.00001 10.4740 0.1790 15.2337 15.0292 11.0078 53665.754 0.296 -1.76376e-01 0.3182 -7.65897e-03 3.57293e-02 21.1338 3.92684e-02 6.31641e-05 2.32630e-06 2.50711e-03 -3.61108e-07 -5.96303e-08 73 54.3417 0.9498 22.862637 -0.631664 5.5866   40.4968  0.0952 -0.029 -0.300 -0.128 -0.018 0 
SN: 5751 5751 1 120 82N+82S 0.12928 0.00001 0.13056 0.00001 10.7800 8.40000e-02 45.2280 41.7463 37.4273 53666.031 0.121 0.6450 0.1088 0.1469 1.78567e-02 19.8421 2.20274e-02 2.07568e-04 4.25416e-06 3.66519e-04 -1.48689e-07 -6.25632e-08 93 86.0336 0.7086 11.634078 0.838125 7.0831   38.8409  0.0408 -0.091 -2.223  0.721  0.111 0 
SN: 5844 5844 1 120 82N+82S 0.30929 0.00001 0.31080 0.00001 -9 -9 11.6015 11.3386 10.0803 53663.629 0.577 0.4056 0.5476 -1.42059e-01 3.93399e-02 21.3116 4.93220e-02 5.36265e-05 2.49228e-06 7.65415e-03 -9.28578e-07 -5.29411e-08 104 80.5144 0.9637 -32.213837 -0.843017 7.6557   41.1726  0.1236  0.135  1.090  0.094 -0.120 0 
SN: 6137 6137 1 120 82N 0.29888 0.00001 0.30010 0.00001 -9 -9 12.1382 9.4532 6.9065 53669.590 0.131 0.5075 0.7678 -1.52987e-01 4.89641e-02 21.2621 4.99050e-02 5.61269e-05 2.64004e-06 8.39665e-03 -1.17742e-06 -5.59202e-08 47 37.6381 0.8589 -52.063934 0.244725 9.9992   41.1713  0.1720  0.221  1.286 -0.069 -0.115 0 
SN: 6192 6192 1 120 82N 0.27091 0.00001 0.27247 0.00001 9.6390 0.1110 12.8553 11.1304 7.3421 53672.836 0.523 -1.94637e+00 0.8052 -6.38424e-02 4.94755e-02 21.4047 4.63031e-02 4.92190e-05 2.14443e-06 9.97424e-03 -8.93790e-07 -5.22117e-08 30 14.1501 0.9937 -11.535065 1.256894 10.2163   40.6940  0.1679 -0.015 -0.090 -1.886 -0.068 0 
SN: 6249 6249 1 120 82N 0.29353 0.00001 0.29506 0.00001 10.0470 0.1070 12.4171 12.2655 8.5277 53675.410 0.347 0.6055 0.6524 2.53525e-02 4.49219e-02 21.5100 4.66977e-02 4.46664e-05 1.96302e-06 5.52959e-03 -7.10645e-07 -4.56276e-08 43 32.5369 0.8774 3.265469 -0.620192 10.0381   40.8801  0.1522 -0.028 -0.181  0.692  0.019 0 
